class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,commit,commitprevious,className,BOC,TACH,FCH,LCH,CHO,FRCH,CHD,WCD,WFR,ATAF,LCA,LCD,CSB,CSBS,ACDF,projectName,commitNumber,fullyQualifiedName,PublicFieldCount,IsAbstract,ClassLinesOfCode,WeighOfClass,FANIN,TightClassCohesion,FANOUT,OverrideRatio,LCOM3,WeightedMethodCount,LCOM2,NumberOfAccessorMethods,LazyClass,DataClass,ComplexClass,SpaghettiCode,SpeculativeGenerality,GodClass,RefusedBequest,ClassDataShouldBePrivate,BrainClass,TotalClass,LongParameterList,LongMethod,FeatureEnvy,DispersedCoupling,MessageChain,IntensiveCoupling,ShotgunSurgery,BrainMethod,TotalMethod,TotalClassMethod,DiversityTotal,DiversityMethod,DiversityClass,PROJECT_NAME,CURRENT_COMMIT,PREVIOUS_COMMIT,CLASS_CURRENTCOMMIT,CLASS_PREVIOUSCOMMIT,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_ORDERING_CHANGE,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,TOTAL_STATEMENTLEVELCHANGES,PARENT_CLASS_CHANGE,PARENT_CLASS_DELETE,PARENT_CLASS_INSERT,CLASS_RENAMING,TOTAL_CLASSDECLARATIONCHANGES,RETURN_TYPE_CHANGE,RETURN_TYPE_DELETE,RETURN_TYPE_INSERT,METHOD_RENAMING,PARAMETER_DELETE,PARAMETER_INSERT,PARAMETER_ORDERING_CHANGE,PARAMETER_RENAMING,PARAMETER_TYPE_CHANGE,TOTAL_METHODDECLARATIONSCHANGES,ATTRIBUTE_RENAMING,ATTRIBUTE_TYPE_CHANGE,TOTAL_ATTRIBUTEDECLARATIONCHANGES,ADDING_ATTRIBUTE_MODIFIABILITY,REMOVING_ATTRIBUTE_MODIFIABILITY,REMOVING_CLASS_DERIVABILITY,REMOVING_METHOD_OVERRIDABILITY,ADDING_CLASS_DERIVABILITY,ADDING_METHOD_OVERRIDABILITY,TOTAL_DECLARATIONPARTCHANGES,TOTAL_CHANGES,will_change,release
org.jfree.data.statistics.HistogramDataset,class,10,44,5,23,120,0.0,0.0,21,0,16,4,0,1,17,0,0,0,3,1,0,3,0,0,1,0,5,178,23,5,7,0,10,14,16,48,17,39,3,0,0,0,188,1,0,Public Class,org.jfree.data.statistics.HistogramDataset,main/java/org/jfree/data/statistics/HistogramDataset.java,2.0,2.0,2.0,1.0,18.0,0.0,8.0,9.0,5.0,16.0,0.0,,0.0,1.0,,,21.0,2.0,21.0,47.0,1.0,4.0,0.0,16.0,,437.0,28.0,195.0,70.0,110.0,215.0,,,98.0,141.0,61.0,102.0,,,,,8.0,8.0,8.0,5.0,5.0,3.0,66.0,1.1,42,42,44,28,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.statistics.HistogramDataset,3,16,3,3,1,2,0.07729468599033816,16.0,2,8.0,16,0.07729468599033816,16,0.0,0.03864734299516908,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.statistics.HistogramDataset,142.0,0.8888888888888888,0.9333333333333332,0.0,1.0,0.0,0.3125,15.0,11.0,46.0,0.2,0.2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,3,2,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.statistics.HistogramDataset,org.jfree.data.statistics.HistogramDataset,1,1,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1
org.jfree.data.statistics.Regression,class,4,37,1,10,15,0.0,0.0,6,6,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,216,8,19,3,0,8,7,121,142,86,100,3,0,0,0,131,1025,0,Public Abstract Class,org.jfree.data.statistics.Regression,main/java/org/jfree/data/statistics/Regression.java,6.0,6.0,6.0,1.0,51.0,3.0,36.0,11.0,1.0,3.0,0.0,,6.0,0.0,,,0.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,320.0,28.0,220.0,89.0,175.0,72.0,,,180.0,217.0,107.0,123.0,,,,,14.0,14.0,15.0,6.0,1.0,3.0,0.0,0.33,36,36,37,11,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.statistics.Regression,3,4,3,3,1,1,0.017937219730941704,4.0,2,4.0,4,0.017937219730941704,4,0.0,0.017937219730941704,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.statistics.Regression,179.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,36.0,0.0,,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,3,1,2,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.statistics.Regression,org.jfree.data.statistics.Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.statistics.BoxAndWhiskerXYDataset,interface,1,11,1,0,55,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,0,Public Interface,org.jfree.data.statistics.BoxAndWhiskerXYDataset,main/java/org/jfree/data/statistics/BoxAndWhiskerXYDataset.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,0.0,0.0,,,11.0,0.0,11.0,24.0,0.0,0.0,0.0,11.0,,115.0,12.0,13.0,12.0,0.0,90.0,,,11.0,12.0,12.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.92,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.statistics.BoxAndWhiskerXYDataset,3,4,3,3,1,1,0.25,4.0,2,4.0,4,0.25,4,0.0,0.25,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.statistics.BoxAndWhiskerXYDataset,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.statistics.BoxAndWhiskerXYDataset,org.jfree.data.statistics.BoxAndWhiskerXYDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,class,8,85,2,35,0,0.0,0.0,29,0,28,1,0,0,28,0,0,0,13,0,0,13,0,0,0,0,18,297,25,2,24,0,11,0,18,94,12,39,6,0,0,0,137,1,0,Public Class,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,2.0,2.0,2.0,1.0,19.0,0.0,10.0,8.0,4.0,9.0,0.0,,0.0,0.0,,,29.0,13.0,29.0,43.0,0.0,1.0,0.0,28.0,,667.0,58.0,345.0,97.0,206.0,264.0,,,157.0,222.0,69.0,170.0,,,,,14.0,14.0,23.0,4.0,2.0,6.0,81.0,0.77,64,64,85,35,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,3,2,3,3,1,1,0.0056657223796034,2.0,2,2.0,2,0.0056657223796034,2,0.0,0.0056657223796034,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,237.0,0.8367816091954023,0.8666666666666666,0.0,4.0,0.0,0.3928571428571429,39.0,17.0,71.0,0.6216931216931217,0.14285714285714285,0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,6,4,2,2,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
org.jfree.data.KeyedValuesItemKey,class,3,8,1,5,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,1,35,7,0,1,0,1,5,0,4,0,4,1,0,0,0,38,1,0,Public Class,org.jfree.data.KeyedValuesItemKey,main/java/org/jfree/data/KeyedValuesItemKey.java,1.0,1.0,1.0,1.0,9.0,0.0,6.0,3.0,3.0,5.0,0.0,,0.0,0.0,,,5.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,,62.0,6.0,38.0,13.0,19.0,18.0,,,17.0,26.0,10.0,18.0,,,,,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.47,8,8,8,8,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.KeyedValuesItemKey,3,4,3,3,1,1,0.0975609756097561,4.0,2,4.0,4,0.0975609756097561,4,0.0,0.0975609756097561,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.KeyedValuesItemKey,29.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,8.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.KeyedValuesItemKey,org.jfree.data.KeyedValuesItemKey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.DefaultKeyedValues2D,class,8,57,1,41,11,0.0,0.0,23,0,23,0,0,0,23,0,0,0,5,1,0,5,0,0,1,0,10,232,23,6,9,0,3,10,18,53,9,40,4,0,0,0,140,1,0,Public Class,org.jfree.data.DefaultKeyedValues2D,main/java/org/jfree/data/DefaultKeyedValues2D.java,2.0,2.0,2.0,1.0,19.0,0.0,10.0,9.0,5.0,12.0,0.0,,0.0,1.0,,,23.0,4.0,23.0,23.0,0.0,0.0,0.0,23.0,,515.0,45.0,253.0,73.0,144.0,217.0,,,118.0,174.0,61.0,138.0,,,,,13.0,13.0,13.0,13.0,1.0,4.0,59.0,0.86,56,56,57,39,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.DefaultKeyedValues2D,3,25,3,3,1,3,0.09578544061302682,25.0,2,8.333333333333334,25,0.09578544061302682,25,0.0,0.031928480204342274,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.DefaultKeyedValues2D,176.0,0.6782608695652175,0.7090909090909091,0.0,6.0,0.0,0.5217391304347826,23.0,11.0,61.0,0.4782608695652174,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,3,3,2,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.DefaultKeyedValues2D,org.jfree.data.DefaultKeyedValues2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.KeyedObjects2D,class,4,57,1,34,0,0.0,0.0,22,0,22,0,0,0,22,0,0,0,4,1,0,4,0,0,1,0,8,229,22,7,9,0,1,18,21,56,10,44,4,0,0,0,125,1,0,Public Class,org.jfree.data.KeyedObjects2D,main/java/org/jfree/data/KeyedObjects2D.java,2.0,2.0,2.0,1.0,18.0,0.0,10.0,7.0,3.0,10.0,0.0,,0.0,1.0,,,22.0,3.0,22.0,22.0,0.0,0.0,0.0,22.0,,460.0,34.0,243.0,64.0,150.0,183.0,,,119.0,176.0,64.0,142.0,,,,,12.0,12.0,12.0,12.0,1.0,4.0,46.0,0.75,56,56,57,37,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.KeyedObjects2D,3,26,3,3,1,2,0.10441767068273093,26.0,2,13.0,26,0.10441767068273093,26,0.0,0.052208835341365466,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.KeyedObjects2D,169.0,0.6022727272727273,0.6309523809523809,0.0,5.0,0.0,0.5,19.0,11.0,59.0,0.5411255411255411,,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,4,4,3,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.KeyedObjects2D,org.jfree.data.KeyedObjects2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.xy.Vector,class,1,11,1,3,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,4,44,10,0,3,0,7,0,5,8,9,5,1,0,0,0,40,1,0,Public Class,org.jfree.data.xy.Vector,main/java/org/jfree/data/xy/Vector.java,1.0,1.0,1.0,1.0,11.0,0.0,5.0,5.0,2.0,1.0,0.0,,0.0,0.0,,,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,,101.0,10.0,46.0,15.0,22.0,45.0,,,20.0,32.0,13.0,20.0,,,,,5.0,5.0,5.0,5.0,1.0,1.0,14.0,0.98,11,11,11,11,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.Vector,3,2,3,3,1,1,0.04166666666666666,2.0,2,2.0,2,0.04166666666666666,2,0.0,0.04166666666666666,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.Vector,34.0,0.1428571428571429,0.16666666666666666,0.0,2.0,0.0,0.42857142857142855,0.0,4.0,11.0,0.9523809523809524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.Vector,org.jfree.data.xy.Vector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.xy.AbstractXYDataset,class,3,5,3,3,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,2,0,0,0,0,6,0,4,1,0,0,0,40,1025,0,Public Abstract Class,org.jfree.data.xy.AbstractXYDataset,main/java/org/jfree/data/xy/AbstractXYDataset.java,1.0,1.0,1.0,1.0,13.0,0.0,6.0,7.0,2.0,3.0,11.0,,0.0,0.0,,,3.0,0.0,3.0,22.0,0.0,0.0,0.0,3.0,,54.0,4.0,25.0,12.0,11.0,25.0,,,9.0,15.0,8.0,9.0,,,,,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,5,5,5,3,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.AbstractXYDataset,3,0,3,3,1,1,0.0234375,0.0,2,3.0,0,0.0,0,0.0,0.0234375,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.AbstractXYDataset,18.0,1.0,1.5,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.AbstractXYDataset,org.jfree.data.xy.AbstractXYDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.xy.AbstractIntervalXYDataset,class,2,8,4,5,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,4,0,0,0,0,12,0,8,1,0,0,0,40,1025,0,Public Abstract Class,org.jfree.data.xy.AbstractIntervalXYDataset,main/java/org/jfree/data/xy/AbstractIntervalXYDataset.java,2.0,2.0,2.0,1.0,17.0,0.0,8.0,9.0,2.0,2.0,14.0,,0.0,0.0,,,4.0,0.0,4.0,26.0,0.0,0.0,0.0,4.0,,84.0,5.0,39.0,18.0,20.0,40.0,,,16.0,25.0,13.0,16.0,,,,,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.03,8,8,8,4,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.AbstractIntervalXYDataset,3,0,3,3,1,3,0.125,0.0,2,5.333333333333333,0,0.0,0,0.0,0.04166666666666666,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.AbstractIntervalXYDataset,29.0,1.0,1.3333333333333333,1.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.AbstractIntervalXYDataset,org.jfree.data.xy.AbstractIntervalXYDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.xy.XYSeriesCollection,class,16,82,5,57,228,0.0,0.0,37,0,37,0,0,0,37,0,0,0,3,1,0,3,0,0,1,0,30,316,38,10,4,0,5,14,18,71,3,55,4,0,0,0,203,1,0,Public Class,org.jfree.data.xy.XYSeriesCollection,main/java/org/jfree/data/xy/XYSeriesCollection.java,2.0,2.0,2.0,1.0,16.0,0.0,8.0,7.0,7.0,21.0,0.0,,0.0,1.0,,,37.0,2.0,37.0,63.0,0.0,0.0,0.0,37.0,,673.0,43.0,343.0,107.0,191.0,288.0,,,156.0,237.0,93.0,177.0,,,,,6.0,6.0,6.0,4.0,5.0,4.0,58.0,0.84,80,80,82,48,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.XYSeriesCollection,3,26,3,3,1,3,0.0718232044198895,26.0,2,8.666666666666666,26,0.0718232044198895,26,0.0,0.023941068139963162,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.XYSeriesCollection,238.0,0.8603603603603603,0.8842592592592592,0.0,25.0,0.0,0.32432432432432434,53.0,25.0,88.0,0.3288288288288289,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,1,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.XYSeriesCollection,org.jfree.data.xy.XYSeriesCollection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.xy.XYSeries,class,7,104,2,51,614,0.0,0.0,45,0,39,5,0,1,40,0,0,0,9,1,0,7,1,1,1,0,17,405,40,5,10,1,3,6,40,91,20,54,4,0,0,0,284,1,0,Public Class,org.jfree.data.xy.XYSeries,main/java/org/jfree/data/xy/XYSeries.java,2.0,2.0,2.0,1.0,18.0,0.0,8.0,9.0,3.0,14.0,0.0,,0.0,1.0,,,45.0,8.0,45.0,68.0,1.0,5.0,0.0,39.0,,905.0,64.0,413.0,103.0,244.0,428.0,,,191.0,291.0,100.0,226.0,,,,,10.0,10.0,11.0,8.0,2.0,4.0,82.0,1.04,101,101,106,59,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.XYSeries,3,70,3,3,1,4,0.16548463356973994,70.0,2,17.5,70,0.16548463356973994,70,0.0,0.04137115839243498,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.XYSeries,288.0,0.86,0.8795454545454546,0.0,43.0,0.0,0.6666666666666666,36.0,13.0,111.0,0.17273954116059378,0.17391304347826084,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,4,3,2,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.XYSeries,org.jfree.data.xy.XYSeries,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
org.jfree.data.xy.DefaultIntervalXYDataset,class,7,44,5,19,24,0.0,0.0,20,0,20,0,0,0,20,0,0,0,2,0,0,2,0,0,0,0,12,172,27,2,10,0,5,6,50,46,2,43,2,0,0,0,169,1,0,Public Class,org.jfree.data.xy.DefaultIntervalXYDataset,main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java,1.0,1.0,2.0,1.0,22.0,0.0,8.0,13.0,2.0,10.0,0.0,,0.0,0.0,,,20.0,2.0,20.0,46.0,0.0,0.0,0.0,20.0,,514.0,23.0,198.0,82.0,114.0,295.0,,,96.0,135.0,64.0,83.0,,,,,11.0,11.0,11.0,11.0,5.0,2.0,52.0,1.49,38,38,44,30,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.DefaultIntervalXYDataset,3,23,3,3,1,4,0.11274509803921567,23.0,2,5.75,23,0.11274509803921567,23,0.0,0.02818627450980392,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.DefaultIntervalXYDataset,149.0,0.81,0.8526315789473684,0.0,4.0,0.0,0.25,2.0,15.0,39.0,0.4368421052631579,1.0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,2,5,5,2,3,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.DefaultIntervalXYDataset,org.jfree.data.xy.DefaultIntervalXYDataset,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
org.jfree.data.xy.CategoryTableXYDataset,class,11,33,5,33,65,0.0,0.0,27,0,27,0,0,0,27,0,0,0,2,0,0,2,0,0,0,0,1,118,22,0,0,0,1,0,0,6,0,4,1,0,0,0,178,1,0,Public Class,org.jfree.data.xy.CategoryTableXYDataset,main/java/org/jfree/data/xy/CategoryTableXYDataset.java,1.0,1.0,1.0,1.0,11.0,0.0,4.0,7.0,5.0,10.0,0.0,,0.0,0.0,,,27.0,2.0,27.0,53.0,0.0,0.0,0.0,27.0,,371.0,30.0,136.0,49.0,54.0,206.0,,,48.0,82.0,32.0,51.0,,,,,4.0,4.0,4.0,4.0,5.0,1.0,53.0,1.51,33,33,33,30,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.xy.CategoryTableXYDataset,3,6,3,3,1,2,0.04195804195804196,6.0,2,3.0,6,0.04195804195804196,6,0.0,0.02097902097902098,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.xy.CategoryTableXYDataset,97.0,0.8148148148148149,0.8461538461538461,0.0,1.0,0.0,0.3333333333333333,33.0,18.0,34.0,0.4074074074074074,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.xy.CategoryTableXYDataset,org.jfree.data.xy.CategoryTableXYDataset,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
